Name,Density,MinCol,MaxCol,StdCol,MinRow,MaxRow,StdRow,reducts,BR_time,BR_cand,GAP_time,GAP_cand,CT_time,CT_cand,faster
BM2000x30_13-23_s216915141.txt,0.5718,1097,1189,0.0096,13,23,0.0864,836721,3701,12077754,12212,27858622,12325,30258048,fastBR
BM2000x30_13-25_s17456606.txt,0.5735,1102,1196,0.0109,13,23,0.0857,816956,3491,11292889,11476,26188862,11438,28465509,fastBR
BM2000x30_13-25_s895160950.txt,0.5739,1094,1220,0.0134,13,23,0.0853,823382,3388,11323181,11166,25863600,11189,28092871,fastBR
BM2000x30_13-25_s269327586.txt,0.5741,1121,1206,0.0101,13,23,0.088,824005,3518,11951053,12490,27718213,12363,29967567,fastBR
BM2000x30_13-27_s810402599.txt,0.5749,1096,1179,0.01,13,24,0.0891,814350,3457,12005923,10686,25816042,11314,28330588,fastBR
BM2000x30_13-29_s1020077148.txt,0.5768,1113,1190,0.009,13,23,0.0868,795631,3278,11075396,10762,25117178,11119,27250111,fastBR
BM2000x30_13-27_s344429802.txt,0.5783,1112,1194,0.0087,13,23,0.0866,782079,3251,10726363,10706,24373985,11050,26555868,fastBR
BM2000x30_13-27_s1006456926.txt,0.5786,1119,1192,0.01,13,23,0.0872,790169,3231,10925211,10992,25149911,10614,27370269,fastBR
BM2000x30_13-29_s137298232.txt,0.5786,1114,1213,0.01,13,23,0.0868,794672,3158,10674799,10424,24692903,11049,26899444,fastBR
BM2000x30_14-22_s110305285.txt,0.5872,1124,1222,0.0125,14,22,0.079,701307,2495,8180350,7971,18128856,8103,19520668,fastBR
BM2000x30_14-22_s721873904.txt,0.5898,1143,1224,0.0101,14,22,0.0814,702917,2516,8126276,8238,18603068,8377,19965272,fastBR
BM2000x30_14-22_s235659422.txt,0.5908,1144,1229,0.0101,14,22,0.0809,675329,2452,8038395,8353,18699778,8380,19914185,fastBR
BM2000x30_14-24_s231723691.txt,0.5966,1151,1242,0.0117,14,24,0.0844,642058,2266,7734487,7861,18017864,8206,19154775,fastBR
BM2000x30_15-21_s813249034.txt,0.5971,1158,1239,0.0099,15,21,0.0671,528681,1950,6166933,5913,12852599,5741,13583737,fastBR
BM2000x30_14-24_s461488661.txt,0.5977,1159,1239,0.0115,14,24,0.0815,612258,2175,7442135,6829,16011212,7046,17170861,fastBR
BM2000x30_15-21_s765511763.txt,0.5979,1140,1244,0.0112,15,21,0.0655,514930,1777,5913989,5841,12291555,5597,13050107,fastBR
BM2000x30_14-24_s780957507.txt,0.5979,1161,1233,0.0084,14,24,0.0824,608536,2223,7364545,6931,16303833,7085,17433364,fastBR
BM2000x30_14-26_s948014157.txt,0.5981,1138,1223,0.009,14,24,0.0827,614511,2221,7332101,7238,16293138,7164,17416244,fastBR
BM2000x30_15-21_s180851135.txt,0.5984,1157,1259,0.0107,15,21,0.0666,516566,1885,6030372,5839,12753861,5746,13389857,fastBR
BM2000x30_16-20_s115677267.txt,0.5999,1160,1236,0.0096,16,20,0.0469,485950,1509,4452928,4120,9073533,4360,9479191,fastBR
BM2000x30_17-19_s626121877.txt,0.6001,1145,1251,0.0143,17,19,0.0267,493298,1294,3544952,3275,7020675,3355,7312632,fastBR
BM2000x30_16-20_s84065238.txt,0.6002,1167,1259,0.0113,16,20,0.0462,483431,1400,4313897,4434,8972549,4297,9362819,fastBR
BM2000x30_14-28_s117187896.txt,0.6004,1163,1239,0.0088,14,24,0.0835,596281,2220,7246340,6989,15634049,7025,16807570,fastBR
BM2000x30_17-19_s177246659.txt,0.6008,1166,1241,0.0103,17,19,0.0274,492982,1216,3531530,3376,7073235,3396,7377669,fastBR
BM2000x30_16-20_s161457640.txt,0.601,1160,1236,0.0102,16,20,0.0474,484336,1453,4398359,3967,8613818,3934,9047147,fastBR
BM2000x30_17-19_s907667965.txt,0.6017,1138,1243,0.011,17,19,0.0269,487391,1207,3424718,3358,6773918,3265,7069481,fastBR
BM2000x30_14-26_s671627265.txt,0.6017,1160,1255,0.0121,14,24,0.0833,588449,2179,7191067,6903,15777612,6989,16884625,fastBR
BM2000x30_14-26_s907659668.txt,0.6029,1166,1251,0.0102,14,24,0.0842,584382,2133,7234408,7502,16089740,7668,17150947,fastBR
BM2000x30_14-28_s501636705.txt,0.6031,1164,1246,0.0089,14,24,0.0842,583466,2216,7211485,7711,15823202,7394,16931981,fastBR
BM2000x30_14-28_s135369820.txt,0.6056,1171,1241,0.0092,14,24,0.0839,563402,2109,6922339,6887,15404882,7057,16367285,fastBR
BM2000x30_15-23_s33972054.txt,0.6194,1205,1275,0.0091,15,23,0.0784,451923,1591,5018057,4858,10875935,4950,11441891,fastBR
BM2000x30_15-23_s847397856.txt,0.6202,1182,1276,0.012,15,23,0.0783,448005,1513,4885169,4705,10544071,5211,11134605,fastBR
BM2000x30_15-29_s577357820.txt,0.6217,1203,1287,0.0102,15,24,0.0787,444592,1550,4707992,4603,10281050,4680,10845029,fastBR
BM2000x30_15-23_s361103608.txt,0.6227,1199,1280,0.01,15,23,0.0786,446203,1399,4683176,4547,10237262,4668,10829818,fastBR
BM2000x30_15-29_s930852817.txt,0.6228,1212,1282,0.0092,15,24,0.0784,441220,1523,4657568,4727,10454335,4758,11013321,fastBR
BM2000x30_15-29_s570108981.txt,0.6235,1205,1302,0.011,15,24,0.0791,441555,1488,4730485,4491,10223319,4502,10700165,fastBR
BM2000x30_15-25_s815998110.txt,0.6253,1198,1293,0.0107,15,24,0.0791,435795,1414,4502738,4377,9887515,4514,10392290,fastBR
BM2000x30_15-27_s566843720.txt,0.6256,1199,1292,0.0101,15,24,0.0792,435944,1470,4424650,4504,9848619,4439,10370829,fastBR
BM2000x30_15-27_s804777424.txt,0.6266,1222,1284,0.0083,15,24,0.0791,433831,1403,4490317,4560,9945685,4635,10420871,fastBR
BM2000x30_15-25_s298512870.txt,0.6273,1218,1305,0.0108,15,24,0.0799,429040,1388,4314995,4509,9708754,4475,10240871,fastBR
BM2000x30_15-25_s231493333.txt,0.6277,1210,1313,0.0109,15,24,0.0797,425381,1451,4273428,4427,9773089,4472,10268748,fastBR
BM2000x30_15-27_s478305950.txt,0.6277,1221,1288,0.0098,15,24,0.0797,431719,1376,4348879,4085,9084730,4183,9679477,fastBR
BM2000x30_16-22_s395608098.txt,0.63,1213,1289,0.0085,16,22,0.0664,417512,1122,3322675,3299,7276704,3283,7576421,fastBR
BM2000x30_16-22_s900332426.txt,0.6319,1205,1306,0.0125,16,22,0.065,407488,1048,3223902,3179,6629080,3047,6945257,fastBR
BM2000x30_17-21_s248941716.txt,0.6321,1189,1309,0.0116,17,21,0.0474,345820,998,2567256,2596,5465834,2703,5640437,fastBR
BM2000x30_18-20_s939885627.txt,0.6324,1219,1308,0.0107,18,20,0.0272,283817,815,2200401,2007,4079182,1960,4211052,fastBR
BM2000x30_16-22_s204563836.txt,0.6326,1228,1299,0.0095,16,22,0.0663,404170,1073,3195431,3383,7259433,3367,7548661,fastBR
BM2000x30_17-21_s801613122.txt,0.6327,1214,1308,0.0118,17,21,0.0471,340780,986,2514846,2339,4979909,2369,5187551,fastBR
BM2000x30_18-20_s4817671.txt,0.633,1228,1311,0.0104,18,20,0.0275,278146,879,2166411,2008,4053330,1949,4185487,fastBR
BM2000x30_17-21_s559838052.txt,0.6338,1229,1304,0.0091,17,21,0.0467,332667,960,2447153,2314,4949616,2371,5146911,fastBR
BM2000x30_18-20_s145401882.txt,0.6341,1231,1315,0.0113,18,20,0.0273,273217,812,2133541,1885,3855289,1894,3998118,fastBR
BM2000x30_16-24_s720480608.txt,0.647,1255,1323,0.0095,16,24,0.0741,358623,968,2808086,3096,6418781,3092,6676201,fastBR
BM2000x30_16-26_s704353946.txt,0.6476,1262,1339,0.0108,16,25,0.0743,347030,965,2748354,2695,5972267,2848,6225407,fastBR
BM2000x30_16-28_s585052141.txt,0.6485,1266,1334,0.0096,16,25,0.0736,350845,975,2791169,2647,5888765,2624,6139560,fastBR
BM2000x30_16-28_s480863209.txt,0.6492,1254,1340,0.0107,16,24,0.0751,347144,942,2719033,2902,6182585,2802,6450801,fastBR
BM2000x30_16-28_s1047735429.txt,0.6501,1255,1339,0.0105,16,25,0.0745,342600,919,2709373,2694,5961108,2744,6215904,fastBR
BM2000x30_16-24_s169381172.txt,0.6513,1262,1347,0.01,16,24,0.0747,333938,949,2691930,2758,5914426,2747,6152905,fastBR
BM2000x30_16-26_s685985701.txt,0.6526,1261,1341,0.0107,16,24,0.0748,327929,901,2646606,2722,5826112,2690,6072425,fastBR
BM2000x30_16-24_s705713699.txt,0.6532,1237,1346,0.011,16,24,0.0758,324031,970,2651330,2834,6142212,2888,6378575,fastBR
BM2000x30_16-26_s633800563.txt,0.6554,1271,1362,0.0113,16,25,0.0747,302773,909,2553409,2426,5461693,2524,5690857,fastBR
BM2000x30_17-23_s601037194.txt,0.6607,1272,1364,0.0104,17,23,0.065,245463,770,2109495,1935,4214394,2009,4348660,fastBR
BM2000x30_17-23_s389759764.txt,0.6634,1289,1356,0.0081,17,23,0.0637,229097,726,1957875,1864,3931923,1848,4053188,fastBR
BM2000x30_17-23_s41135179.txt,0.6635,1285,1383,0.01,17,23,0.0646,232332,777,2004957,1824,3900955,1808,4042387,fastBR
BM2000x30_18-22_s92936930.txt,0.6644,1287,1403,0.014,18,22,0.0468,203208,638,1556191,1444,2881516,1382,2971175,fastBR
BM2000x30_18-22_s446778322.txt,0.6655,1290,1364,0.0091,18,22,0.0472,201907,606,1536562,1492,2972863,1453,3053444,fastBR
BM2000x30_18-22_s290922668.txt,0.6663,1272,1387,0.0124,18,22,0.0465,200681,627,1497689,1284,2730320,1343,2814546,fastBR
BM2000x30_19-21_s595719682.txt,0.6665,1288,1375,0.0107,19,21,0.0274,208170,544,1205247,1109,2238476,1088,2293606,fastBR
BM2000x30_19-21_s921647699.txt,0.6667,1274,1379,0.0112,19,21,0.027,209643,564,1168006,1135,2264122,1109,2319920,fastBR
BM2000x30_19-21_s757982917.txt,0.6668,1286,1376,0.0092,19,21,0.0274,207155,535,1184839,1094,2242822,1126,2299591,fastBR
BM2000x30_17-25_s145450774.txt,0.6692,1300,1394,0.011,17,25,0.0697,221550,716,1955647,1944,4070971,1915,4184657,fastBR
BM2000x30_17-25_s189556495.txt,0.6702,1301,1392,0.0103,17,25,0.0691,218341,681,1907487,1888,3899127,1831,4034298,fastBR
BM2000x30_17-29_s332583056.txt,0.6717,1300,1378,0.0079,17,25,0.0693,213170,695,1878548,1712,3698751,1801,3822488,fastBR
BM2000x30_17-29_s116988569.txt,0.6738,1301,1399,0.0118,17,25,0.0693,208630,697,1796639,1672,3524057,1629,3654368,fastBR
BM2000x30_17-27_s826886264.txt,0.6741,1309,1387,0.0095,17,25,0.07,209091,704,1811946,1663,3564550,1730,3676985,fastBR
BM2000x30_17-29_s739471459.txt,0.6744,1303,1401,0.0115,17,25,0.0693,206468,722,1796657,1687,3592147,1748,3700130,fastBR
BM2000x30_17-27_s5502311.txt,0.6745,1307,1394,0.01,17,25,0.0696,206397,678,1775479,1722,3640641,1762,3753831,fastBR
BM2000x30_17-27_s258101146.txt,0.6747,1299,1378,0.0087,17,25,0.0699,207333,679,1832213,1576,3474988,1591,3600933,fastBR
BM2000x30_17-29_s477988564.txt,0.676,1314,1375,0.0088,17,25,0.0692,203006,666,1757856,1661,3556984,1704,3662115,fastBR
BM2000x30_17-25_s1069510963.txt,0.677,1319,1394,0.01,17,25,0.0693,200141,692,1713135,1589,3358642,1600,3477278,fastBR
BM2000x30_17-29_s526029040.txt,0.6784,1326,1399,0.0075,17,25,0.0706,200882,700,1750291,1667,3541298,1657,3647359,fastBR
BM2000x30_17-29_s672785847.txt,0.6786,1314,1408,0.0105,17,25,0.07,198295,652,1689276,1701,3564495,1697,3668924,fastBR
BM2000x30_18-24_s371241937.txt,0.6914,1348,1417,0.0088,18,24,0.0623,186532,562,1163162,1101,2317328,1134,2388087,fastBR
BM2000x30_18-24_s205070394.txt,0.6938,1346,1428,0.0083,18,24,0.0632,185215,520,1113694,1067,2261621,1138,2322431,fastBR
BM2000x30_18-24_s639058046.txt,0.6938,1350,1441,0.0109,18,24,0.0627,181929,500,1110298,1163,2297159,1114,2363123,fastBR
BM2000x30_18-28_s857864291.txt,0.6967,1358,1434,0.0101,18,25,0.0639,182560,489,1039117,1048,2160031,1087,2215280,fastBR
BM2000x30_18-26_s811398086.txt,0.6975,1357,1436,0.0101,18,25,0.0638,181415,500,1048518,1027,2176557,1106,2231328,fastBR
BM2000x30_18-28_s874410997.txt,0.6979,1358,1427,0.0097,18,25,0.0642,180529,499,1034781,1022,2151912,1013,2211500,fastBR
BM2000x30_18-26_s422379733.txt,0.6986,1341,1435,0.011,18,25,0.0639,180714,493,1035185,1010,2119043,1099,2170595,fastBR
BM2000x30_20-22_s525067757.txt,0.6989,1354,1457,0.0126,20,22,0.0277,140837,382,669162,669,1273156,677,1300751,fastBR
BM2000x30_18-26_s694410918.txt,0.699,1350,1434,0.0093,18,25,0.0644,178267,493,1045789,1067,2133433,988,2187656,fastBR
BM2000x30_18-28_s591251274.txt,0.6992,1368,1436,0.0094,18,25,0.0642,178615,509,1021857,1051,2175540,1053,2229764,fastBR
BM2000x30_19-23_s992575519.txt,0.6994,1362,1442,0.0099,19,23,0.0466,165455,442,777025,766,1578148,826,1618891,fastBR
BM2000x30_20-22_s655234484.txt,0.6995,1358,1451,0.0097,20,22,0.0271,139032,358,658053,651,1248211,620,1271739,fastBR
BM2000x30_20-22_s12379708.txt,0.6995,1348,1432,0.0102,20,22,0.027,140452,379,659269,658,1234925,632,1262754,fastBR
BM2000x30_19-23_s589312858.txt,0.6995,1338,1457,0.0113,19,23,0.0467,165313,458,775608,809,1572790,825,1613936,fastBR
BM2000x30_18-28_s201344107.txt,0.6996,1367,1430,0.009,18,25,0.0646,178791,492,1034766,1011,2035238,1006,2098031,fastBR
BM2000x30_18-28_s905862502.txt,0.6996,1354,1445,0.0105,18,25,0.0632,178218,492,1016096,1042,2163010,1030,2215669,fastBR
BM2000x30_19-23_s446170007.txt,0.6999,1352,1439,0.0111,19,23,0.0469,162661,399,774926,781,1575853,760,1613013,fastBR
BM2000x30_18-28_s627552277.txt,0.7006,1369,1443,0.0084,18,25,0.0648,178495,479,1026745,1036,2092584,1084,2157859,fastBR
BM2000x30_19-25_s725089139.txt,0.7184,1399,1475,0.0092,19,25,0.0584,130400,398,673609,700,1411294,759,1438194,fastBR
BM2000x30_19-27_s424589090.txt,0.7185,1395,1484,0.0102,19,25,0.0587,130649,403,679813,658,1326236,698,1357220,fastBR
BM2000x30_19-25_s687111215.txt,0.7189,1403,1493,0.0091,19,25,0.0593,129308,394,675079,706,1417946,700,1443756,fastBR
BM2000x30_19-27_s806105547.txt,0.7201,1404,1466,0.0069,19,25,0.0577,123014,414,646350,702,1321347,681,1348780,fastBR
BM2000x30_19-29_s444223723.txt,0.7206,1407,1485,0.0086,19,26,0.0586,124958,385,661963,656,1328430,641,1355623,fastBR
BM2000x30_19-25_s290545551.txt,0.721,1395,1472,0.0099,19,25,0.0576,121279,412,650019,641,1270531,647,1299289,fastBR
BM2000x30_19-29_s665135867.txt,0.721,1413,1490,0.0087,19,25,0.0582,122238,400,650903,675,1306077,635,1332149,fastBR
BM2000x30_19-27_s454009082.txt,0.7211,1416,1465,0.0058,19,26,0.0588,123877,393,661674,643,1291336,631,1316474,fastBR
BM2000x30_19-29_s258913354.txt,0.7215,1403,1481,0.0098,19,26,0.0589,125231,390,661999,631,1273236,667,1301989,fastBR
BM2000x30_19-27_s1036670940.txt,0.722,1422,1478,0.0086,19,26,0.0583,119576,383,642229,665,1283820,678,1311750,fastBR
BM2000x30_19-27_s894308508.txt,0.7226,1400,1487,0.0104,19,26,0.0596,121419,337,645337,658,1283690,660,1312218,fastBR
BM2000x30_19-29_s957101946.txt,0.723,1400,1471,0.0082,19,25,0.0583,114059,379,627022,613,1200641,604,1231229,fastBR
BM2000x30_19-29_s119233891.txt,0.7234,1405,1488,0.0091,19,26,0.0587,117054,388,632571,604,1233665,650,1257144,fastBR
BM2000x30_19-29_s480165895.txt,0.7243,1409,1495,0.0094,19,25,0.0578,112596,362,623567,607,1210918,612,1234523,fastBR
BM2000x30_19-27_s961703935.txt,0.7256,1402,1486,0.0099,19,26,0.0582,109210,383,605490,622,1195966,637,1221896,fastBR
BM2000x30_20-24_s920260632.txt,0.7313,1423,1493,0.0092,20,24,0.0461,78915,330,500035,478,894929,495,911255,fastBR
BM2000x30_20-24_s772123750.txt,0.7323,1419,1523,0.0108,20,24,0.0464,77391,331,486015,445,871481,479,886196,fastBR
BM2000x30_21-23_s793452814.txt,0.7332,1419,1525,0.0099,21,23,0.0272,68132,319,389870,371,672631,371,682623,fastBR
BM2000x30_21-23_s1002890796.txt,0.7333,1414,1518,0.0112,21,23,0.0272,68519,302,391456,366,667247,365,676908,fastBR
BM2000x30_20-24_s818627992.txt,0.7341,1433,1506,0.0092,20,24,0.0456,74742,351,474127,467,846956,433,860686,fastBR
BM2000x30_21-23_s42261159.txt,0.7342,1426,1503,0.0111,21,23,0.0272,68644,286,381753,382,661204,353,670905,fastBR
BM2000x30_20-28_s350610505.txt,0.7418,1449,1506,0.0069,20,26,0.0523,70935,332,448438,436,798025,451,811937,fastBR
BM2000x30_20-26_s431624341.txt,0.7421,1450,1531,0.0109,20,26,0.0521,70657,318,446201,434,800458,418,815192,fastBR
BM2000x30_20-26_s579025044.txt,0.7423,1455,1530,0.009,20,26,0.0516,69733,313,445306,430,779571,428,793430,fastBR
BM2000x30_20-26_s913592202.txt,0.7427,1442,1527,0.0109,20,26,0.0528,70376,324,448989,456,829665,429,841802,fastBR
BM2000x30_20-26_s598490386.txt,0.7429,1443,1521,0.0096,20,26,0.0525,70300,319,437799,402,769636,385,783947,fastBR
BM2000x30_20-26_s749925683.txt,0.7434,1449,1529,0.0092,20,26,0.0526,69383,322,450514,418,788620,412,801742,fastBR
BM2000x30_20-28_s796292308.txt,0.7436,1443,1520,0.0096,20,26,0.0525,69425,324,439182,413,793131,408,804793,fastBR
BM2000x30_20-28_s67201624.txt,0.7439,1455,1529,0.0085,20,26,0.0528,70100,300,434405,424,802878,432,815335,fastBR
BM2000x30_20-28_s177485171.txt,0.7439,1437,1538,0.0111,20,26,0.0537,69944,350,445136,408,779627,394,790881,fastBR
BM2000x30_20-28_s84527363.txt,0.744,1454,1514,0.0082,20,26,0.0526,69293,315,437921,428,783264,427,797950,fastBR
BM2000x30_20-28_s557601134.txt,0.7448,1455,1524,0.0078,20,26,0.0522,68941,310,427969,446,787197,420,800037,fastBR
BM2000x30_20-26_s218110136.txt,0.746,1451,1535,0.0104,20,26,0.052,67503,295,426613,415,763122,401,778452,fastBR
BM2000x30_21-25_s588774057.txt,0.7606,1492,1556,0.0078,21,25,0.0447,66865,282,282531,287,502948,281,510611,fastCText
BM2000x30_21-25_s165293082.txt,0.7612,1486,1561,0.009,21,25,0.0441,67226,291,277597,299,504044,281,511149,fastCText
BM2000x30_21-25_s1058978975.txt,0.7619,1494,1564,0.0077,21,25,0.0447,67199,278,275391,291,499950,278,507062,fastBR
BM2000x30_21-25_s1042522688.txt,0.7623,1476,1574,0.0095,21,25,0.0444,66433,289,274175,241,476125,268,483630,gapCText
BM2000x30_21-25_s4875688.txt,0.7632,1485,1565,0.0101,21,25,0.0452,65670,262,264827,262,481689,281,488605,fastBR
BM2000x30_21-29_s717526990.txt,0.7632,1495,1558,0.0075,21,26,0.045,67007,275,264613,279,476566,286,483175,fastBR
BM2000x30_21-27_s232475286.txt,0.7637,1495,1551,0.0074,21,26,0.0465,67481,294,269375,287,497193,290,504164,gapCText
BM2000x30_21-25_s275272165.txt,0.7639,1497,1574,0.0094,21,25,0.0454,66194,293,268872,287,490962,291,497250,gapCText
BM2000x30_21-27_s909631271.txt,0.764,1495,1577,0.0099,21,26,0.0467,66191,279,266801,276,481350,274,487476,fastCText
BM2000x30_21-27_s359182251.txt,0.7645,1464,1567,0.0116,21,26,0.0463,67006,282,266869,272,482502,270,488973,fastCText
BM2000x30_21-29_s1006932845.txt,0.7645,1500,1555,0.0067,21,26,0.0469,66165,265,267013,281,482008,274,488261,fastBR
BM2000x30_21-29_s573985771.txt,0.7649,1506,1559,0.0066,21,26,0.0461,66690,288,263469,276,487392,272,494273,fastCText
BM2000x30_21-29_s317838085.txt,0.765,1496,1569,0.0088,21,26,0.0469,65895,288,264016,282,490083,275,496919,fastCText
BM2000x30_21-29_s878213217.txt,0.765,1501,1563,0.0079,21,26,0.0447,67197,276,256467,262,468402,259,475136,fastCText
BM2000x30_21-27_s822437976.txt,0.7651,1499,1570,0.009,21,26,0.0456,66935,281,262227,280,478436,271,484357,fastCText
BM2000x30_21-29_s363815761.txt,0.7659,1511,1565,0.0069,21,26,0.046,67088,295,256991,271,463878,274,470044,gapCText
BM2000x30_22-24_s410393610.txt,0.7661,1498,1561,0.0088,22,24,0.0271,65614,259,197083,214,362191,237,367177,gapCText
BM2000x30_22-24_s708217086.txt,0.7661,1493,1574,0.0113,22,24,0.0269,65358,220,198040,234,367247,224,372223,fastBR
BM2000x30_21-27_s102838349.txt,0.7664,1497,1573,0.0089,21,26,0.0463,65939,283,258772,268,470299,270,477415,gapCText
BM2000x30_22-24_s79852148.txt,0.7665,1503,1562,0.0083,22,24,0.0269,66756,223,196747,230,357119,220,362106,fastCText
BM2000x30_22-24_s703057082.txt,0.7668,1507,1568,0.0079,22,24,0.0269,65809,251,196617,228,356618,214,361434,fastCText
BM2000x30_22-24_s595956511.txt,0.7672,1500,1574,0.0087,22,24,0.0274,66354,244,194266,228,360214,221,364981,fastCText
BM2000x30_21-29_s159738859.txt,0.7673,1501,1578,0.0097,21,26,0.0457,65737,281,248103,262,477447,273,483247,gapCText
BM2000x30_21-29_s962831765.txt,0.7675,1509,1578,0.0084,21,26,0.0468,65727,271,246002,267,468727,286,474876,gapCText
BM2000x30_21-29_s845596090.txt,0.7676,1508,1593,0.008,21,26,0.0472,65984,263,254329,291,484420,274,490938,fastBR
BM2000x30_22-24_s621521030.txt,0.7678,1498,1571,0.0096,22,24,0.0271,65712,244,190202,222,350271,212,354768,fastCText
BM2000x30_21-27_s228979950.txt,0.7687,1503,1574,0.0095,21,26,0.0464,66018,283,243278,268,449872,253,456231,fastCText
BM2000x30_22-28_s102282176.txt,0.7852,1538,1598,0.0075,22,26,0.0396,53222,245,160808,203,297750,175,301373,fastCText
BM2000x30_22-26_s701771469.txt,0.7853,1541,1604,0.0075,22,26,0.0395,55210,236,161248,202,297568,199,301012,fastCText
BM2000x30_22-26_s389967932.txt,0.7857,1519,1606,0.009,22,26,0.0401,53832,207,161319,180,292602,191,296419,gapCText
BM2000x30_22-28_s753483545.txt,0.786,1522,1604,0.0085,22,26,0.0399,53983,212,159371,174,293859,196,297422,gapCText
BM2000x30_22-28_s804730310.txt,0.7862,1532,1604,0.0071,22,26,0.0401,54869,245,160386,192,290549,187,294710,fastCText
BM2000x30_22-26_s778772307.txt,0.7867,1540,1603,0.0084,22,26,0.0397,52585,232,155876,201,294819,188,298355,fastCText
BM2000x30_22-28_s396168764.txt,0.7868,1543,1608,0.0073,22,26,0.0399,53598,240,158546,199,292711,195,295096,fastCText
BM2000x30_22-26_s807070708.txt,0.7869,1542,1597,0.0069,22,26,0.0398,52172,236,155244,186,294314,196,298143,gapCText
BM2000x30_22-26_s722226573.txt,0.7873,1555,1608,0.006,22,26,0.0403,53611,232,158138,176,283644,195,287511,gapCText
BM2000x30_22-28_s283408809.txt,0.7877,1544,1601,0.0074,22,26,0.0402,52550,215,158038,195,282603,156,286040,fastCText
BM2000x30_22-28_s868320498.txt,0.7877,1523,1607,0.0087,22,26,0.0407,51000,240,156977,181,287752,199,290816,gapCText
BM2000x30_22-28_s31482139.txt,0.7877,1551,1606,0.0075,22,26,0.0408,52352,234,156430,178,284804,187,288832,gapCText
BM2000x30_22-26_s921273209.txt,0.7879,1553,1599,0.0058,22,26,0.0398,51813,228,154958,189,283900,187,287409,fastCText
BM2000x30_22-28_s124782675.txt,0.7887,1550,1612,0.0072,22,26,0.0409,52043,230,154839,167,285748,190,288565,gapCText
BM2000x30_22-28_s613866711.txt,0.7888,1542,1620,0.0087,22,26,0.0401,50578,213,153956,194,279576,181,283003,fastCText
BM2000x30_23-25_s1004017747.txt,0.7983,1565,1624,0.0085,23,25,0.0268,30299,235,113417,149,194967,140,196918,fastCText
BM2000x30_23-25_s914362164.txt,0.7984,1563,1622,0.0072,23,25,0.0262,30792,194,115100,149,189475,132,191693,fastCText
